"","","","","","","","","","","","","","","","","","","","Water"
"","","","Weligepola","","2023.08.10","2651","9250","","","","","","","","","","","",""
"","",",uj;jpdGhp","","due to prevailing dry","","","","","","","","","","","","","","",""
"ස්ත්‍බරගමුව පලාත","","","","","","","","","","","","","","","","","","",""
"","","","Godakawela","weather condition","2023.08.11","715","2710","","","","","","","","","","","",""
"","","Rathnapura","","","","","","","","","","","","","","","","",""
"rg;ufKt","","","","","","","","","","","","","","","","","","",""
"","","","Kaltota","","2023.08.11","328","936","","","","","","","","","","","",""
"Sabaragamuwa","","","","","","","","","","","","","","","","","","",""
"","","දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total","","","","4039","14116","0","0","0","0","0","","0","","0","0","0","0"
"","","පළාත් ඵකතුව/ khfhz $l;Lj;njhif/Province Total","","","","4039","14116","0","0","0","0","0","","0","","0","0","0","0"
"","","","Kinniya","","","170","408","","","","","","","","","","","",""
"","","","Seruwila","","","1283","4323","","","","","","","","","","","",""
"","","","","Drinking water scarcity","","","","","","","","","","","","","","",""
"","","","Kuchchaveli","","","987","3219","","","","","","","","","","","",""
"","","ත්‍රීකුණාමලය","","","","","","","","","","","","","","","","","Providing Drinking"
"","","","","due to prevailing dry","2023.08.01","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","Water"
"","2","jp.kiy","Werugal","","","19","55","","","","","","","","","","","",""
"","","","","weather condition","","","","","","","","","","","","","","",""
"","","Trincomalee","","","","","","","","","","","","","","","","",""
"","","","Mutthur","","","237","779","","","","","","","","","","","",""
"","","","Gomarankadawela","","","50","195","","","","","","","","","","","",""
"","","","Kantale","High Wind","2023.08.09","3","8","","","","","2","","1","","","","",""
"","","දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total","","","","2749","8987","0","0","0","0","2","","1","","0","0","0","0"
"","","","Porativu Pattu","","","1438","4341","","","","","","","","","","","",""
"","","","Eravur pattu","","","2561","8805","","","","","","","","","","","",""
"","","මඩකලපුව","","Drinking water scarcity","","","","","","","","","","","","","","",""
"","","","Koralaipattu","","","2161","6856","","","","","","","","","","","",""
"නැගගනහිර පලාත","3","kl;lf;fsg;G","","due to prevailing dry","2023.08.11","","","","","","","","","","","","","",""
"","","","Manmunai south west","","","853","2681","","","","","","","","","","","",""
"","","Batticaloa","","weather condition","","","","","","","","","","","","","","",""
"fpof;F","","","","","","","","","","","","","","","","","","",""
"","","","Manmunai west","","","1729","6300","","","","","","","","","","","",""
"Eastern Province","","","","","","","","","","","","","","","","","","",""
"","","","Koralaipattu west","","","150","525","","","","","","","","","","","",""
"","","දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total","","","","8892","29508","0","0","0","0","0","","0","","0","0","0","0"
"","","","Addalachanai","","","987","3100","","","","","","","","","","","",""
"","","","Alayadiwembu","","","1221","4000","","","","","","","","","","","",""
"","","","lahugala","Drinking water scarcity","","169","606","","","","","","","","","","","",""
"","","අම්පාර mk;ghiw","","","","","","","","","","","","","","","","",""
"","4","","Mahaoya","due to prevailing dry","2023.08.11","649","2192","","","","","","","","","","","",""
"","","Ampara","","","","","","","","","","","","","","","","",""
"","","","","weather condition","","","","","","","","","","","","","","",""
"","","","Potuvul","","","2639","8926","","","","","","","","","","","",""
"","","","Thirukkovil","","","432","1408","","","","","","","","","","","",""
"","","","Padiyathalawa","","","1642","5659","","","","","","","","","","","",""
"","","දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total","","","","7739","25891","0","0","0","0","0","","0","","0","0","0","0"
"","","පළාත් ඵකතුව/ khfhz $l;Lj;njhif/Province Total","","","","19380","64386","0","0","0","0","2","","1","","0","0","0","0"
"","5","පුත්තලම","Wanathavilluwa","Drinking water scarcity","2023.08.01","60","215","","","","","","","","","","","",""
"","","Gj;jsk;","","due to prevailing dry","","","","","","","","","","","","","","",""
"","","Puttalam","Nawagaththegama","weather condition","2023.08.08","726","2106","","","","","","","","","","","",""
"","","දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total","","","","786","2321","0","0","0","0","0","","0","","0","0","0","0"
"වයඹ පලාත","","","","","","","","","","","","","","","","","","",""
"tlNky; khfhzk;","","කුරුනෑගල","Bamunakotuwa","Drinking water scarcity","2023.08.03","10","28","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","Providing Drinking"
"North Western","","","","due to prevailing dry","","","","","","","","","","","","","","",""
"","6","FUdhfy;","","","","","","","","","","","","","","","","","Water"
"","","Kurunegala","Giribawa","weather condition","2023.08.01","1656","5412","","","","","","","","","","","",""
"","","දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total","","","","1666","5440","0","0","0","0","0","","0","","0","0","0","0"
