"","","","Cutting Faliure","2019.07.18","9
37","","","","4","","","",""
"","","","Landslide Risk","2019.07.18","85
291","","","","1","","","3
8
47",""
"","","Ratnapura","","","","","","","","","","",""
"","","","High Wind","2019.07.18","11
46","","","","1
9","","","",""
"","","","Flood","2019.07.18","163
616","","","","4","","","",""
"","","දිස්ත්‍රික් එකතුල    khtl;l $l;Lj;njhif  District Total","","","3469
12041","0","0","0","2
95","0","0","6
42
174",""
"","","ක්ගල්඼","","","","","","","","","","",""
"","2","Nffhiy       
Kegalle","Drought","2019.07.02","160
500","","","","","","","",""
"","","Kegalle","","","","","","","","","","",""
"","","දිස්ත්‍රික් එකතුල    khtl;l $l;Lj;njhif  District Total","","","160
500","0","0","0","0
0","0","0","0
0
0",""
"","","පළාත් ඵකතුල khfhz $l;Lj;njhif Province Total","","","3629
12541","0","0","0","2
95","0","0","6
42
174",""
"","","Arachchikattuwa","","","1598
5719","","","","","","","",""
"","","","Drought","2019.01.24","","","","","","","","",""
"","","","","","1932
6490","","","","","","","",""
"","","Mundalama","","","","","","","","","","",""
"","","","Coastal erosion","","2
6","","","","","","","",""
"","","Nawagaththegama
පුත්ත඼ම","","","448
1280","","","","","","","",""
"ලයඹ ප඼෈ත","","","","","","","","","","","","",""
"tlNky;","3","Gj;jsk   
Wanathavilluwa","","","455
1572","","","","","","","",""
"","","","","2019.06.28","","","","","","","","",""
"khfhzk;","","Puttalam","","","","","","","","","","",""
"","","Karuwalagaswewa","Drought","","1137
3348","","","","","","","",""
"North Western","","","","","","","","","","","","",""
"","","Mahakubukkadawala","","","3042
9562","","","","","","","",""
"","","Pallama","","","1823
6173","","","","","","","",""
"","","Chillaw","Drowning","2019.07.13","1
4","1","","","","","","",""
"","","දිස්ත්‍රික් එකතුල    khtl;l $l;Lj;njhif  District Total","","","10438
34154","1","0","0","0
0","0","0","0
0
0",""
