"","","","Weligepola","","2023.08.10","2651","9250","","","","","","","","","","","","Providing Drinking"
"","1",",uj;jpdGhp","","due to prevailing dry","","","","","","","","","","","","","","",""
"ස්ත්‍බරගමුව පලාත","","","","","","","","","","","","","","","","","","","Water"
"","","","Godakawela","","2023.08.11","715","2710","","","","","","","","","","","",""
"","","Rathnapura","","weather condition","","","","","","","","","","","","","","",""
"rg;ufKt","","","","","","","","","","","","","","","","","","",""
"","","","Kaltota","","2023.08.11","328","936","","","","","","","","","","","",""
"Sabaragamuwa","","","","","","","","","","","","","","","","","","",""
"","","දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total","","","","4039","14116","0","0","0","0","0","","0","","0","0","0","0"
"","","පළාත් ඵකතුව/ khfhz $l;Lj;njhif/Province Total","","","","4039","14116","0","0","0","0","0","","0","","0","0","0","0"
"","","","Seruwila","","","1283","4323","","","","","","","","","","","",""
"","","ත්‍රීකුණාමලය","","Drinking water scarcity","","","","","","","","","","","","","","",""
"","2","jp.kiy","Kuchchaveli","due to prevailing dry","2023.08.01","987","3219","","","","","","","","","","","",""
"","","Trincomalee","","weather condition","","","","","","","","","","","","","","",""
"","","","Gomarankadawela","","","50","195","","","","","","","","","","","",""
"","","දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total","","","","2320","7737","0","0","0","0","0","","0","","0","0","0","0"
"","","","Porativu Pattu","","","1438","4341","","","","","","","","","","","",""
"","","","Eravur pattu","","","2561","8805","","","","","","","","","","","",""
"","","මඩකලපුව","","Drinking water scarcity","","","","","","","","","","","","","","",""
"","","","Koralaipattu","","","2161","6856","","","","","","","","","","","",""
"","3","kl;lf;fsg;G","","due to prevailing dry","2023.08.11","","","","","","","","","","","","","",""
"","","","Manmunai south west","","","853","2681","","","","","","","","","","","",""
"","","Batticaloa","","weather condition","","","","","","","","","","","","","","",""
"","","","Manmunai west","","","1729","6300","","","","","","","","","","","",""
"නැගගනහිර පලාත","","","","","","","","","","","","","","","","","","",""
"","","","Koralaipattu west","","","150","525","","","","","","","","","","","",""
"fpof;F","","","","","","","","","","","","","","","","","","",""
"Eastern Province","","දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total","","","","8892","29508","0","0","0","0","0","","0","","0","0","0","0"
"","","","Addalachanai","","","987","3100","","","","","","","","","","","",""
"","","","Alayadiwembu","","","1221","4000","","","","","","","","","","","",""
"","","අම්පාර","lahugala","Drinking water scarcity","","169","606","","","","","","","","","","","",""
"","4","mk;ghiw","Mahaoya","due to prevailing dry","2023.08.11","649","2192","","","","","","","","","","","",""
"","","Ampara","","weather condition","","","","","","","","","","","","","","",""
"","","","Potuvul","","","2639","8926","","","","","","","","","","","",""
"","","","Thirukkovil","","","432","1408","","","","","","","","","","","",""
"","","","Padiyathalawa","","","1642","5659","","","","","","","","","","","",""
"","","දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total","","","","7739","25891","0","0","0","0","0","","0","","0","0","0","0"
"","","පළාත් ඵකතුව/ khfhz $l;Lj;njhif/Province Total","","","","18951","63136","0","0","0","0","0","","0","","0","0","0","0"
