"","","Warakapola","Lightning","2024.11.04","1","4","","","","","1","","","","","","","",""
"","කෑගල්ල","","","","","","","","","","","","","","","","","",""
"","Nffhiy     
1","","Cutting Failure","","3","9","","","","","2","","","","","","","",""
"සබරගමුෙ පලාත","","","","","","","","","","","","","","","","","","",""
"","Kegalle","","","","","","","","","","","","","","","","","",""
"rg;ufKt","","","","","","","","","","","","","","","","","","",""
"","","","Lightning","","1","5","","","","","1","","","","","","","",""
"Sabaragamuwa","","","","","","","","","","","","","","","","","","",""
"","","Rabukkana","","2024.11.04","","","","","","","","","","","","","","",""
"","","","Tree Fallen","","1","2","","","","","1","","","","","","","",""
"","","Dehiovita","Heavy Rain","2024.11.04","1","3","","","","","1","","","","","","","",""
"","","දිස්ික් එකතුෙ/khtl;l $l;Lj;njhif/District Total","","","10","35","0","0","0","0","9","","0","","0","0","0","0",""
"","","පළාත් ඵකතුෙ/ khfhz $l;Lj;njhif/Province Total","","","10","35","0","0","0","0","9","","0","","0","0","0","0",""
"","","Uvaparanagama","High Wind","2024.11.05","1","4","","","","","1","","","","","","","",""
"","","Haldummulla","Land Slide","2024.11.05","36","115","","","","","","","","","","","","",""
"","බදුල්ල","","","","","","","","","","","","","","","","","",""
"","gJs;is   
2","Badulla","Heavy Rain","2024.11.04","1","6","","","","","1","","","","","","","",""
"ඌෙ","","","","","","","","","","","","","","","","","","",""
"","Badulla","","","","","","","","","","","","","","","","","",""
"Cth khfhzk;","","","","","","","","","","","","","","","","","","",""
"","","Haliela","High Wind","2024.11.05","1","4","","","","","1","","","","","","","",""
"Uva","","","","","","","","","","","","","","","","","","",""
"","","Welimada","Heavy Rain","2024.11.04","1","3","","","","","1","","","","","","","",""
"","","දිස්ික් එකතුෙ/khtl;l $l;Lj;njhif/District Total","","","40","132","0","0","0","0","4","","0","","0","0","0","0",""
"","","පළාත් ඵකතුෙ/ khfhz $l;Lj;njhif/Province Total","","","40","132","0","0","0","0","4","","0","","0","0","0","0",""
"","හම්බනවතාට","Agunakolapelessa","High Wind","2024.11.04","1","7","","","","","1","","","","","","","",""
"","3
`k;ghe;Njhl;il","","","","","","","","","","","","","","","","","",""
"දකුනු පලාත","","","","","","","","","","","","","","","","","","",""
"","Hambantota","Okawela","Flash Flood","2024.11.04","3","8","","","","","3","","","","","","","",""
"njd; khfhzk;","","","","","","","","","","","","","","","","","","",""
"Southern","","","","","","","","","","","","","","","","","","",""
"","","දිස්ික් එකතුෙ/khtl;l $l;Lj;njhif/District Total","","","4","15","0","0","0","0","4","","0","","0","0","0","0",""
"","","පළාත් ඵකතුෙ/ khfhz $l;Lj;njhif/Province Total","","","4","15","0","0","0","0","4","","0","","0","0","0","0",""
"","","Wennappuwa","","2024.10.22","44","139","","","","","","","","","","","","",""
"","පුත්තලම","","","","","","","","","","","","","","","","","",""
"ෙයඹ පලාත","4","Mundalama","Flood","2024.11.03","311","1226","","","","","","","","","","","","",""
"tlNky; khfhzk;","Gj;jsk;  Puttalam","","","","","","","","","","","","","","","","","",""
"","","Kalpitiya","","2024.11.04","15","55","","","","","","","","","","","","",""
"North","","","","","","","","","","","","","","","","","","",""
"Western","","දිස්ික් එකතුෙ/khtl;l $l;Lj;njhif/District Total","","","370","1420","0","0","0","0","0","","0","","0","0","0","0",""
