"","මාතලේ","Wilgamuwa","","","","","","","","","","","","","","","","",""
"1","khj;jis","Ukuwela","Heavy Rain","2024.11.26-28","572","2026","","2","","15","205","","3","","2","","","",""
"","Matale","Pallepola","","","","","","","","","","","","","","","","",""
"","","Dambulla","","","","","","","","","","","","","","","","",""
"","","Matale","","","","","","","","","","","","","","","","",""
"","","Laggala - Pallegama","","","","","","","","","","","","","","","","",""
"","","Rattota","","","","","","","","","","","","","","2","12","51",""
"","දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total","","","","572","2026","0","2","0","15","205","","3","","2","2","12","51",""
"","","Poojapitiya","","","21","87","","","","1","16","","","","","1","5","26",""
"","","Udunuwara","","","8","35","","","","","8","","","","","","","",""
"","","Akurana","","","18","87","","","","","18","","","","","","","",""
"","","Doluwa","","","6","25","","","","1","4","","","","","1","27","63",""
"","","Delthota","","","7","33","","","","","6","","","","","","","",""
"","","Pathadumbara","","","10","36","","","","1","9","","","","","2","3","14",""
"","","Harispaththuwa","","","10","49","","","","","5","","","","","1","6","26",""
"","","Minipe","","","10","39","","","","","4","","","","","","","",""
"මධ්‍යම පලාත","","","","","","","","","","","","","","","","","","",""
"","නුවර","","Cutting Faliure /","","","","","","","","","","","","","","","",""
"kj;jpa khfhzk;","","Hatharaliyadda","","2024.11.25 / 26","4","15","","","","","4","","","","","","","",""
"2","fz;b","","Heavy Rain /High","","","","","","","","","","","","","","","",""
"Central","","Pathahewaheta","","/27","15","58","","","","","12","","","","","1","3","13",""
"","Kandy","","wind/ Tree Fallen","","","","","","","","","","","","","","","",""
"","","Panvila","","","24","119","","","","","8","","","","","1","25","70",""
"","","Thumpane","","","20","88","","","","4","16","","","","","","","",""
"","","Gangawata Korale","","","21","92","","","","","21","","","","","","","",""
"","","Pasbage Korale","","","4","17","","","","","2","","","","","","","",""
"","","Ganga Ihala Korale","","","7","28","","","","","5","","","","","","","",""
"","","Kundasale","","","12","55","","","","1","11","","","","","","","",""
"","","Udapalatha","","","4","16","","","","","4","","","","","","","",""
"","","Ududumbara","","","1","2","","","","","1","","","","","","","",""
"","දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total","","","","202","881","0","0","0","7","154","","0","","0","7","69","212",""
"","","Hanguranketha","Heavy Rain","2024.11.25/26","10","43","","","","","10","","","","","","","",""
"","","","Heavy Rain / Cutting","","","","","","","","","","","","","","","",""
"","","Kothmale","","2024.11.26","7","42","","","","","2","","","","","1","5","32",""
"","නුවරඑලිය","","Failure","","","","","","","","","","","","","","","",""
"3","Etnuypah","","Heavy Rain / Cutting","","","","","","","","","","","","","","","",""
"","","Thalawakele","","2024.11.26","16","71","","","","","15","","","","","","","",""
"","Nuwara Eliya","","Failure","","","","","","","","","","","","","","","",""
"","","","Heavy Rain / Cutting","","","","","","","","","","","","","","","",""
"","","Nuwara Eliya","","2024.11.26","16","61","","","","","15","","","","","","","",""
"","","","Failure","","","","","","","","","","","","","","","",""
"","දිස්ත්‍රික් එකතුව/khtl;l $l;Lj;njhif/District Total","","","","49","217","0","0","0","0","42","","0","","0","1","5","32",""
"","පළාත් ඵකතුව/ khfhz $l;Lj;njhif/Province Total","","","","823","3124","0","2","0","22","401","","3","","2","10","86","295",""
