"","","Tree Fallen","2022.11.12","2
3","","","","","2","","","","",""
"","Deraniyagala","Lightning","2022.11.05","1
4","","","","","1","","","","",""
"","Aranayake
කෑගල්ල","Lanslide Risk","2022.11.03","2
10","","","","","","","","","",""
"2","","","","","","","","","","","","","",""
"","Nffhiy  Kegalle","","","","","","","","","","","","",""
"","","Heavy Rain","2022.11.07","1
2","","","","","1","","","","",""
"","Dehiowita","","","","","","","","","","","","",""
"","","Tree Fallen","2022.11.11","1
5","","","","","1","","","","",""
"","","Collapses of wall","2022.11.05","1
1","","","","","1","","","","",""
"","Kegalle","","","","","","","","","","","","",""
"","","Tree Fallen","2022.11.04","1
3","","","","","1","","","","",""
"","","Lightning","2022.11.04","7
25","","","","","7","","","","",""
"","Mawanella","Rock Fallen","2022.11.05","1
6","","","","","1","","","","",""
"","","","2022.11.06","2
10","","","","","2","","","","",""
"","","Heavy Rain","","","","","","","","","","","",""
"","","","2022.11.07","2
6","","","","","2","","","","",""
"","","Tree Fallen","2022.11.13","2
11","","","","","2","","","","",""
"","","Lightning","2022.11.13","14
60","","","","","3","","","","",""
