"","","","Heavy Rain","2022.11.05","1","4","","","","1","","","1
3","15 Nahaw ilaw atta Day Care Center",""
"","","Ella","Cutting Faliure","2022.11.05","1","5","","","","1","","","","",""
"","","","Cutting Faliure","2022.11.02","1","3","","","","1","","","","",""
"","","","Cutting Faliure","2022.11.01","3","15","","","","3","","","","",""
"","","","Heavy Rain","2022.11.06","1","4","","","","1","","","","",""
"","","Uva Paranagama","","","","","","","","","","","","",""
"","","","Heavy Rain","2022.11.09","1","6","","","","1","","","","",""
"","","","High Wind & Rain","2022.11.02","1","4","1","","","","","","","",""
"","","Hali Ela","","","","","","","","","","","","",""
"","","","Heavy Rain","2022.11.01","1","2","","","","1","","","","",""
"","","","High Wind & Rain","2022.11.08","1","1","","","","1","","","","",""
"","","Meegahakiula","","","","","","","","","","","","",""
"","","","High Wind","2022.11.01","1","3","","","","1","","","","",""
"","","","Heavy Rain","2022.11.06","1","5","","","","1","","","","",""
"","","","Heavy Rain","2022.11.06","1","6","","","","1","","","","",""
"","බදුල්ල","","","","","","","","","","","","","",""
"","3","","","","","","","","","","","","","",""
"ඌව","gJs;is   Badulla","","Landslide Risk","2022.11.10","7","30","","","","","","","","",""
"Cth khfhzk","","Passara","","","","","","","","","","","","",""
"","","","Lightning","2022.11.01","2","13","","","","2","","","","",""
"; Uva","","","Landslide Risk","2022.11.01","11","37","","","","","","","","",""
