"","","","","","","","","","","","","","අර්ධ","","","යටිතල පහසුකම්","ස්ත්‍
රථාන","","","","",""
"","","","","","","","","","","","ky;Ngh","","","","","","","","පවුේ","","",""
"Province","","","","Disaster","Date of","","","Deaths","","","","පූර්ණ","","ස්ත්‍
රථාන சிறிய,","","","","","","","","Remarks"
"","","","","","","","","","","","NdhH","","හානි","","","වලට වූ හානි","ස්ත්‍ංඛ්‍යාව","","","","",""
"","","","ප්‍රා.ලේ. ලකා","","","පවුේ ස්ත්‍ංඛ්‍යාව","පුද්ගලයින්","","","","","","","நடுத்தர,","","","","","ස්ත්‍ංඛ්‍යාව","","පුද්ගලයින්",""
"","","දිස්ත්‍රික්කය","","","commenced","","","","Injured","","","හානි","gFjpa","","","mbg;gilf;","vz;zpf;i","","","","",""
"","","","gpuNjr nra.gp","","","FLk;gq;fs;","egHfs;","","","","Missin","","","நிறுவனங்களின்","","","","","FLk;gq;","","egHfs;",""
"","","மாவட்டம் District","","","","","","","","","","KOik","sT","","","fl;likg;Gf;fs;","f   No.","","","","",""
"","","","DS Division","","","Families","People","","","","g","","","சேதங்கள்; Small,","","","","","fs;","","Persons",""
"","","","","","","","","","People","","","Fully","Partiall","","","Damages to","of Safety","","","","",""
"","","","","","","","","","","","People","","","Medium,","","","","","Families","","",""
"","","","","","","","","","","","","","y","","","critical","Location","","","","",""
"","","","","","","","","","","","","","","Enterprises","","","","","","","",""
"","","","","","","","","","","","","","","","","Infrastructure","s","","","","",""
"","","","","","","","","","","","","","","Damages","","","","","","","",""
"","","","Bulathkohupitiya","High Wind","2019.04.21","5","22","","","","","","5","","","","","","","","",""
"","","කෑගල්ල","","","","","","","","","","","","","","","","","","","",""
"","","","Deraniyagala","High Wind","2019.04.21","2","5","","","","","","2","","","","","","","","",""
"","1","Nffhiy","","","","","","","","","","","","","","","","","","","",""
"","","","Kegalle","Heavy Rain","2019.04.21","1","4","","","","","","1","","","","","","","","",""
"","","Kegalle","","","","","","","","","","","","","","","","","","","",""
"","","","Yatiyanthota","High Wind","2019.04.21","3","13","","","","","","3","","","","","","","","",""
"","","දිස්ත්‍රික් එකතුව    khtl;l $l;Lj;njhif  District Total","","","","11","44","0","","0","0","0","11","","0","0","","0","","0","0",""
"","","","","Landslide Risk","2019.03.18","13","58","","","","","","13","","","","","1","","2","13",""
"","","","","","","","","","","","","","","","","","","","","","","Pattipola Tamil"
"","","","","Landslide Risk","2019.04.26","30","109","","","","","","30","","","","","1","","23","80",""
"","","","Balangoda","","","","","","","","","","","","","","","","","","","School"
"සබරගමුව පලාත","","","","","","","","","","","","","","","","","","","","","","Heyaswatte Tamil"
"","","","","Landslide Risk","2019.04.26","9","34","","","","","","","","","","","1","","9","34",""
"rg;ufKt","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","School- Kolonne"
"Sabaragamuwa","","රත්නපුර","","","","","","","","","","","","","","","","","","","",""
"","2",",uj;jpdGhp","Eheliyagoda","","","87","352","","","2","","","87","","3","","","","","","",""
"","","Rathnapura","Nivithigala","","","8","25","","","","","","8","","","","","","","","",""
"","","","","","2019.04.24","","","","","","","","","","","","","","","","",""
"","","","Embilipitiya","High Wind","","11","32","","","","","","11","","","","","","","","",""
"","","","Kalawana","","","50","199","","","","","","23","","3","","","","","","",""
"","","","Kuruwita","","2019.04.25","29","127","","","","","1","28","","","","","","","","",""
"","","","Elapatha","Lightning","2019.05.03","7","33","","","2","","","7","","","","","","","","",""
"","","දිස්ත්‍රික් එකතුව    khtl;l $l;Lj;njhif  District Total","","","","244","969","0","","4","0","1","207","","6","0","","3","","34","127",""
"","","පළාත් ඵකතුව khfhz $l;Lj;njhif Province Total","","","","255","1013","0","","4","0","1","218","","6","0","","3","","34","127",""
"","","","Arachchikattuwa","","2019.01.24","1598","5719","","","","","","","","","","","","","","",""
"","","","Mundalama","Drought","","2041","7404","","","","","","","","","","","","","","",""
"","","","","","2019.01.24","","","","","","","","","","","","","","","","",""
"","","","","","","1823","6173","","","","","","","","","","","","","","",""
"","","","Pallama","","","","","","","","","","","","","","","","","","",""
"","","","","High Wind","2019.04.22","65","321","","","","","","40","","16","2","","","","","",""
"","","","Mahawewa","","","2164","8238","","","","","","","","","","","","","","",""
"","","","Naththandiya","Drought","2019.01.24","979","3211","","","","","","","","","","","","","","",""
"","","පුත්තලම","","","","","","","","","","","","","","","","","","","",""
"","3","Gj;jsk","Nawagaththegama","","","148","392","","","","","","","","","","","","","","",""
"","","Puttalam","","","","","","","","","","","","","","","","","","","",""
"","","","","High Wind","2019.05.01","1","4","","","","","","1","","","","","","","","",""
"","","","Wanathavilluwa","","","","","","","","","","","","","","","","","","",""
"","","","","","","65","263","","","","","","","","","","","","","","",""
"","","","","Drought","2019.01.24","","","","","","","","","","","","","","","","",""
"","","","","","","1137","3348","","","","","","","","","","","","","","",""
"වයඹ පලාත","","","Karuwalagaswewa","","","","","","","","","","","","","","","","","","",""
"tlNky;","","","","","2019.04.22","3","12","","","","","","3","","","","","","","","",""
"khfhzk;","","","Mahakubukkadawala","High Wind","2019.04.28","1","4","","","","","","1","","","","","","","","",""
"North Western","","","","","","","","","","","","","","","","","","","","","",""
"","","","Anamaduwa","","2019.04.22","1","5","","","","","","1","","","","","","","","",""
"","","දිස්ත්‍රික් එකතුව    khtl;l $l;Lj;njhif  District Total","","","","10026","35094","0","","0","0","0","46","","16","2","","0","","0","0",""
