"","","Nivithigala","","","8","26","","","","","8","","","","","","",""
"","","Eheliyagoda","","","2","7","","","","","2","","","","","","",""
"","","Pelmadulla","","","117","493","","","","","105","","12","","","","",""
"","","Kiriella","","","16","58","","","","","2","","","","","","",""
"","රත්නපුර","","Flood / Landslide Risk","","","","","","","","","","","","","","",""
"සබරගමුෙ පලාත","1
,uj;jpdGhp","Kolonna","/ High Wind / Heavy","2022.05.13/14/15/","2","8","","1","","","2","","1","","","","",""
"rg;ufKt","Rathnapura","","Rain/ Lightning /","16","","","","","","","","","","","","","",""
"","","Ayagama","","","38","163","","","","","4","","","","","","",""
"","","","Cutting Failiture","","","","","","","","","","","","","","",""
"Sabaragamuwa","","","","","","","","","","","","","","","","","",""
"","","Kalawana","","","29","96","","","","1","28","","3","","","","",""
"","","Ibulpe","","","4","17","","","","","4","","","","","","",""
"","","Opanayaka","","","8","22","","","","","8","","","","","","",""
"","","Godakawela","","","5","20","","","","","5","","","","","","",""
"","","Balangoda","","","3","12","","","","","3","","","","","","",""
"","","Kahawaththa","","","9","29","","","","","9","","","","","","",""
"","","Weligapola","","","1","2","","","","","2","","1","","","","",""
"","","දිස්ික් එකතුෙ khtl;l $l;Lj;njhif District Total","","","2001","7985","0","1","0","1","226","","18","","0","0","0","0"
"","","පළාත් ඵකතුෙ khfhz $l;Lj;njhif  Province Total","","","2001","7985","0","1","0","1","226","","18","","0","0","0","0"
"","","Beruwala","","","7","28","","","","","7","","","","","","",""
"","","Bulathsinhala","","","30","101","","1","","","7","","","","","","",""
"","","Palindanuwara","","","20","78","","","","","19","","","","","","",""
"","","Dodangoda","","","16","57","","","","","11","","","","","","",""
"","","Mathugama","","","6","22","","","","","6","","","","","","",""
"","","Ingiriya","","","39","148","","","","","8","","","","","","",""
"","කළුතර","","","","","","","","","","","","","","","","",""
"","","Kalutara","High Wind /Heavy","2022.05.13/14/15/","18","72","","","","","9","","","","","","",""
"","2
fSj;Jiw","","","","","","","","","","","","","","","","",""
"","","Bandaragama","Rain/ Lightning","16/17/18","2","10","","","","","2","","","","","","",""
"","Kalutara","","","","","","","","","","","","","","","","",""
"","","Agalawatta","","","10","39","","","","","10","","","","","","",""
"","","Walallavita","","","9","40","","","","","9","","","","","","",""
"Western Nky;","","","","","","","","","","","","","","","","","",""
"","","Horana","","","2","4","","","","","2","","","","","","",""
"khfhzk;","","","","","","","","","","","","","","","","","",""
"බස්නාහිර පලාත","","Madurawala","","","30","94","","","","","4","","","","","","",""
"","","Millaniya","","","26","80","","","","","9","","","","","","",""
"","","Panadura","","","8","27","","","","","8","","","","","","",""
"","","දිස්ික් එකතුෙ khtl;l $l;Lj;njhif District Total","","","223","800","0","1","0","0","111","","0","","0","0","0","0"
"","","Gampaha","Heavy Rain","","2","9","","","","","2","","","","","","",""
"","","Mahara","Heavy Rain & Wind","","1","4","","","","","1","","1","","","","",""
"","ගම්පහ        fk;g`h","","","2022.05.13/14/15/","","","","","","","","","","","","","",""
"","3","Dompe","Tree Fallan","","6","29","","","","","6","","1","","","","",""
"","Gampaha","","","16/17","","","","","","","","","","","","","",""
"","","Minuwangoda","High Wind","","1","4","","","","","1","","","","","","",""
"","","Atthangalla","Heavy Rain & Wind","","4","21","","","","","4","","1","","","","",""
"","","දිස්ික් එකතුෙ khtl;l $l;Lj;njhif District Total","","","14","67","0","0","0","0","14","","3","","0","0","0","0"
"","","පළාත් ඵකතුෙ khfhz $l;Lj;njhif  Province Total","","","237","867","0","1","0","0","125","","3","","0","0","0","0"
