"නැගෙනහිර පලාත","","දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","","","","13","","39","1","1","0","","0","10","1","","0","0","0","0"
"fpof;F","","","","","","","","","","","","","","","","","","","","",""
"","","","Damana","","","","1","","3","","","","","","1","","","","","",""
"Eastern","","","","High wind & Heavy Rain","","","","","","","","","","","","","","","","",""
"","","","Ampara","","","","22","","77","","","","","","22","2","","1","","",""
"","","අම්පාර","","","","","","","","","","","","","","","","","","",""
"","4","","Uhana","Lightning","2022.10.16","","1","","4","","","","","","1","","","","","",""
"","","mk;ghiw  Ampara","","","","","","","","","","","","","","","","","","",""
"","","","","Heavy Rain","","","1","","4","","","","","","1","","","","","",""
"","","","Padiyathalawa","","","","","","","","","","","","","","","","","",""
"","","","","Lightning","","","2","","3","","","","","","2","","","","","",""
"","","දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","","","","27","","91","0","0","0","","0","27","2","","1","0","0","0"
