"","","Siyambalanduwa","","","1","4","","","","","1","","","","","",""
"8","nkhdwhfiy","","Rain / දැඩි සුලග","2018.05.25 / 29","","","","","","","","","","","","",""
"","","Thanamalvila","","","2","8","","","","","2","","","","","",""
"","Moneragala","","fLk; fhw;W","","","","","","","","","","","","","",""
"","","Medagama","High Wind","","1","5","","","","","1","","","","","",""
"","","Badal kumbura","","","3","11","","","","","3","","","","","",""
"","","Madulla","දැඩි සුලග","2018.05.30/31","3","9","","","","","3","","","","","",""
"","","","fLk; fhw;W  High","","","","","","","","","","","","","",""
"","","Katharagama","Wind","2018.05.31","2","7","","","","","2","","","","","",""
"","දිස්ත්‍රික් එකතුව    khtl;l $l;Lj;njhif  District Total","","","","17","66","1","0","0","0","16","0","0","0","0","0",""
"","පළාත් ඵකතුව khfhz $l;Lj;njhif Province Total","","","","305","1171","5","4","0","0","294","1","0","0","0","0",""
"","","Warakapola","ගංවතුර හා ඉවුරු","","36","110","","1","","1","31","","","","","",""
"","","Kegalle","කඩාවැටීම","","80","280","","1","","2","65","","","","","",""
"","","Galigamuwa","kz;rhpT","","38","151","","","","","9","1","","","","",""
"","","","Flood & Cutting","","","","","","","","","","","","","","One person deid due"
"","","Bulathkohupitiya","","","210","677","1","1","","","15","","","","","",""
"","","","Failure","","","","","","","","","","","","","","to Cutting Failure"
"","","","","","","","","","","","","","","","","","One person deid due to"
"","කෑගල්ල","Ruwanwella","","","212","866","1","","","","22","1","","","","",""
"","","","","","","","","","","","","","","","","","Drowning"
"9","Nffhiy","","","2018.05.20 /29","","","","","","","","","","","","",""
"","","Deraniyagala","","","180","720","","","","","180","5","","","","",""
"","Kegalle","","","","","","","","","","","","","","","",""
"","","Dehiovita","","","559","2219","","","","","478","1","","","","",""
